CVE,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info
CVE-2022-33271,23-Feb,,CWE-125,Information disclosure due to buffer over-read in WLAN while parsing NMF frame.,,2023-02-12T04:15:14.420,2024-04-12T17:16:17.670,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read
CVE-2022-33271,23-Feb,,CWE-126,Information disclosure due to buffer over-read in WLAN while parsing NMF frame.,,2023-02-12T04:15:14.420,2024-04-12T17:16:17.670,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2022-33306,23-Feb,,CWE-125,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Out-of-bounds Read
CVE-2022-33306,23-Feb,,CWE-126,Transient DOS due to buffer over-read in WLAN while processing an incoming management frame with incorrectly filled IEs.,,2023-02-12T04:15:14.700,2024-04-12T17:16:27.523,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read
CVE-2023-20934,23-Feb,,NVD-CWE-noinfo,"In resolveAttributionSource of ServiceUtilities.cpp, there is a possible way to disable the microphone privacy indicator due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-12 Android-12L Android-13Android ID: A-258672042","Android-12, Android-12, Android-13",2023-02-28T17:15:10.613,2023-03-06T19:41:59.503,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,
CVE-2023-20602,23-Feb,,CWE-190,"In ged, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494107; Issue ID: ALPS07494107.",,2023-02-06T20:15:14.440,2023-02-14T17:12:33.240,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Integer Overflow or Wraparound
CVE-2022-47339,23-Feb,,CWE-862,"In cmd services, there is a OS command injection issue due to missing permission check. This could lead to local escalation of privilege with system execution privileges needed.",,2023-02-12T04:15:17.617,2023-08-08T14:21:49.707,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Missing Authorization
CVE-2022-47331,23-Feb,,CWE-362,"In wlan driver, there is a race condition. This could lead to local denial of service in wlan services.",,2023-02-12T04:15:17.450,2023-02-21T20:55:48.797,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,NONE,HIGH,4.7,MEDIUM,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33213,23-Mar,,CWE-120,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CVE-2022-33213,23-Mar,,CWE-121,Memory corruption in modem due to buffer overflow while processing a PPP packet,,2023-03-10T21:15:11.487,2024-04-12T17:15:59.247,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,"A stack-based buffer overflow condition is a condition where the buffer being overwritten is allocated on the stack (i.e., is a local variable or, rarely, a parameter to a function). ,The product copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow. "
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2022-33256,23-Mar,,CWE-129,Memory corruption due to improper validation of array index in Multi-mode call processor.,,2023-03-10T21:15:11.897,2024-04-12T17:16:12.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Improper Validation of Array Index
CVE-2023-20951,23-Mar,,CWE-787,"In gatt_process_prep_write_rsp of gatt_cl.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-258652631","Android-11, Android-12, Android-12, Android-13",2023-03-24T20:15:09.497,2023-03-29T07:31:23.590,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write
CVE-2023-20954,23-Mar,,CWE-787,"In SDP_AddAttribute of sdp_db.cc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-261867748","Android-11, Android-12, Android-12, Android-13",2023-03-24T20:15:09.637,2023-03-29T15:00:02.397,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write
CVE-2023-20952,23-Mar,,CWE-787,"In A2DP_BuildCodecHeaderSbc of a2dp_sbc.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-11 Android-12 Android-12L Android-13Android ID: A-186803518","Android-11, Android-12, Android-12, Android-13",2023-03-24T20:15:09.543,2023-03-28T14:57:11.053,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Out-of-bounds Write
CVE-2022-22075,23-Mar,,NVD-CWE-noinfo,Information Disclosure in Graphics during GPU context switch.,,2023-03-10T21:15:11.037,2024-04-12T17:15:53.910,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,
CVE-2022-22075,23-Mar,,CWE-200,Information Disclosure in Graphics during GPU context switch.,,2023-03-10T21:15:11.037,2024-04-12T17:15:53.910,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2022-22075,23-Mar,,NVD-CWE-noinfo,Information Disclosure in Graphics during GPU context switch.,,2023-03-10T21:15:11.037,2024-04-12T17:15:53.910,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,
CVE-2022-22075,23-Mar,,CWE-200,Information Disclosure in Graphics during GPU context switch.,,2023-03-10T21:15:11.037,2024-04-12T17:15:53.910,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor
CVE-2022-22075,23-Mar,,NVD-CWE-noinfo,Information Disclosure in Graphics during GPU context switch.,,2023-03-10T21:15:11.037,2024-04-12T17:15:53.910,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,
