CVE,vul_true,SPL,SMR,cwe,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity
CVE-2018-9458,,18-Aug,,CWE-1021,"In computeFocusedWindow of RootWindowContainer.java, and related functions, there is possible interception of keypresses due to focus being on the wrong window. This could lead to local escalation of privilege revealing the user's keypresses while the screen was locked with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android Versions: Android-8.0 Android-8.1 Android ID: A-71786287.","Android-8, Android-8",2018-11-06T17:29:01.330,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-9451,,18-Aug,,CWE-125,"In DynamicRefTable::load of ResourceTypes.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-79488511.","Android-6, Android-6, Android-7, Android-7, Android-7, Android-8, Android-8",2018-11-06T17:29:01.190,2018-12-12T20:48:51.673,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2018-9444,,18-Aug,,CWE-835,In ih264d_video_decode of ih264d_api.c there is a possible resource exhaustion due to an infinite loop. This could lead to remote temporary device denial of service (remote hang or reboot) with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android ID: A-63521984.,"Android-6, Android-6, Android-7, Android-7, Android-7",2018-11-06T17:29:00.957,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2018-9437,,18-Aug,,CWE-125,In getstring of ID3.cpp there is a possible out-of-bounds read due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-78656554.,"Android-6, Android-6, Android-7, Android-7, Android-7, Android-8, Android-8",2018-11-06T17:29:00.877,2018-12-12T21:23:38.690,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2018-9455,,18-Aug,,CWE-125,"In sdpu_extract_attr_seq of sdp_utils.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-78136677.","Android-6, Android-6, Android-7, Android-7, Android-7, Android-8, Android-8",2018-11-06T17:29:01.300,2018-12-13T17:00:49.563,cvssMetricV30,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH
CVE-2018-9436,,18-Aug,,CWE-125,"In bnep_data_ind of bnep_main.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-79164722.","Android-6, Android-6, Android-7, Android-7, Android-7, Android-8, Android-8",2018-11-06T17:29:00.800,2018-12-12T21:25:58.460,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH
CVE-2018-9454,,18-Aug,,CWE-125,"In bnep_data_ind of bnep_main.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-78286118.","Android-6, Android-6, Android-7, Android-7, Android-7, Android-8, Android-8",2018-11-06T17:29:01.253,2018-12-12T20:46:39.840,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2018-9448,,18-Aug,,CWE-125,"In avct_bcb_msg_ind of avct_bcb_act.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-8.0 Android-8.1 Android ID: A-79944113.","Android-8, Android-8",2018-11-06T17:29:01.113,2018-12-12T21:02:17.877,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH
CVE-2018-9453,,18-Aug,,CWE-125,"In avdt_msg_prs_cfg of avdt_msg.cc, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android-6.0 Android-6.0.1 Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android ID: A-78288378.","Android-6, Android-6, Android-7, Android-7, Android-7, Android-8, Android-8",2018-11-06T17:29:01.223,2018-12-13T12:46:05.530,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM
CVE-2018-9422,,18-Aug,,CWE-416,"In get_futex_key of futex.c, there is a use-after-free due to improper locking. This could lead to local escalation of privilege with no additional privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android kernel Android ID: A-74250718 References: Upstream kernel.",None,2018-11-06T17:29:00.723,2019-08-19T20:15:10.567,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-6927,,18-Aug,,CWE-190,The futex_requeue function in kernel/futex.c in the Linux kernel before 4.14.15 might allow attackers to cause a denial of service (integer overflow) or possibly have unspecified other impact by triggering a negative wake or requeue value.,4.14.15,2018-02-12T19:29:01.180,2019-03-06T21:38:42.047,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-5873,,18-Aug,,CWE-362,"An issue was discovered in the __ns_get_path function in fs/nsfs.c in the Linux kernel before 4.11. Due to a race condition when accessing files, a Use After Free condition can occur. This also affects all Android releases from CAF using the Linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-07-05.",4.11,2018-07-06T19:29:01.060,2023-07-19T00:53:53.627,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2018-5873,,18-Aug,,CWE-416,"An issue was discovered in the __ns_get_path function in fs/nsfs.c in the Linux kernel before 4.11. Due to a race condition when accessing files, a Use After Free condition can occur. This also affects all Android releases from CAF using the Linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-07-05.",4.11,2018-07-06T19:29:01.060,2023-07-19T00:53:53.627,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH
CVE-2018-5838,,18-Aug,,CWE-129,"Improper Validation of Array Index In the adreno OpenGL driver in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear, an out-of-bounds access can occur in SurfaceFlinger.",None,2018-07-06T17:29:01.523,2018-09-04T18:18:08.167,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-3586,,18-Aug,,CWE-190,"An integer overflow to buffer overflow vulnerability exists in the ADSPRPC heap manager in all Android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the Linux kernel.",None,2018-07-06T19:29:00.483,2018-08-28T16:17:17.397,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2017-18172,,18-Aug,,CWE-190,"In a device, with screen size 1440x2560, the check of contiguous buffer will overflow on certain buffer size resulting in an Integer Overflow or Wraparound in System UI in Snapdragon Automobile, Snapdragon Mobile in version MDM9635M, SD 400, SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, SD 800, SD 810, SD 820, SD 820A, SD 835, SDM630, SDM636, SDM660, Snapdragon_High_Med_2016.",None,2018-10-23T13:29:00.540,2018-12-13T18:25:33.780,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2017-15841,,18-Aug,,NVD-CWE-noinfo,"When HOST sends a Special command ID packet, Controller triggers a RAM Dump and FW reset in Snapdragon Mobile in version SD 410/12, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 820, SD 835, Snapdragon_High_Med_2016.",None,2019-05-06T23:29:00.220,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM
CVE-2017-18173,,18-Aug,,CWE-190,"In case of using an invalid android verified boot signature with very large length, an integer underflow occurs in Snapdragon Mobile in SD 425, SD 427, SD 430, SD 435, SD 450, SD 625, SD 810, SD 820, SD 835, SDM630, SDM636, SDM660, Snapdragon_High_Med_2016.",None,2019-05-06T23:29:00.487,2019-05-07T17:44:45.863,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2017-18278,,18-Aug,,CWE-191,"An integer underflow may occur due to lack of check when received data length from font_mgr_qsee_request_service is bigger than the minimal value of the segment header, which may result in a buffer overflow, in Snapdragon Automobile, Snapdragon Mobile, Snapdragon Wear in MDM9206, MDM9607, MDM9650, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 820, SD 820A, SD 835, SD 845, SD 850.",None,2019-05-06T23:29:00.737,2019-05-07T18:27:51.720,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2017-18279,,18-Aug,,CWE-190,"Lack of check of buffer length before copying can lead to buffer overflow in camera module in Small Cell SoC, Snapdragon Mobile, Snapdragon Wear in FSM9055, FSM9955, IPQ4019, IPQ8064, MDM9206, MDM9607, MDM9640, MDM9650, MSM8909W, MSM8996AU, QCA9531, QCA9558, QCA9563, QCA9880, QCA9886, QCA9980, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 800, SD 810, SD 820, SD 835, SDM630, SDM636, SDM660, SDX20, Snapdragon_High_Med_2016.",None,2019-05-06T23:29:00.783,2021-04-16T18:01:12.297,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-5878,,18-Aug,,CWE-119,"While sending the response to a RIL_REQUEST_GET_SMSC_ADDRESS message, a buffer overflow can occur in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear.",None,2018-07-06T17:29:01.710,2018-09-10T17:50:09.937,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL
CVE-2017-18158,,18-Jul,,CWE-119,"Possible buffer overflows and array out of bounds accesses in Android releases from CAF using the linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-06-05 while flashing images.",None,2018-07-06T17:29:00.523,2018-08-27T13:15:57.500,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-3569,,18-Jul,,CWE-125,"A buffer over-read can occur during a fast initial link setup (FILS) connection in Android releases from CAF using the linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-06-05.",None,2018-07-06T17:29:00.990,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2017-18155,,18-Jul,,CWE-20,"While playing HEVC content using HD DMB in Snapdragon Automobile and Snapdragon Mobile in version MSM8996AU, SD 450, SD 625, SD 820, SD 820A, SD 835, an uninitialized variable can be used leading to a kernel fault.",None,2018-07-12T14:29:00.210,2018-09-10T16:06:04.277,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-5854,,18-Jul,,CWE-787,"A stack-based buffer overflow can occur in fastboot from all Android releases(Android for MSM, Firefox OS for MSM, QRD Android) from CAF using the Linux kernel.",None,2018-06-15T15:29:00.373,2020-08-24T17:37:01.140,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-5383,,18-Jul,,CWE-347,"Bluetooth firmware or operating system software drivers in macOS versions before 10.13, High Sierra and iOS versions before 11.4, and Android versions before the 2018-06-05 patch may not sufficiently validate elliptic curve parameters used to generate public keys during a Diffie-Hellman key exchange, which may allow a remote attacker to obtain the encryption key used by the device.","10.13, 11.4",2018-08-07T21:29:00.287,2019-10-03T00:03:26.223,cvssMetricV30,ADJACENT_NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE,6.8,MEDIUM
CVE-2018-5383,,18-Jul,,CWE-325,"Bluetooth firmware or operating system software drivers in macOS versions before 10.13, High Sierra and iOS versions before 11.4, and Android versions before the 2018-06-05 patch may not sufficiently validate elliptic curve parameters used to generate public keys during a Diffie-Hellman key exchange, which may allow a remote attacker to obtain the encryption key used by the device.","10.13, 11.4",2018-08-07T21:29:00.287,2019-10-03T00:03:26.223,cvssMetricV30,ADJACENT_NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE,6.8,MEDIUM
CVE-2018-9363,,18-Jul,,CWE-190,"In the hidp_process_report in bluetooth, there is an integer overflow. This could lead to an out of bounds write with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android kernel Android ID: A-65853588 References: Upstream kernel.",None,2018-11-06T17:29:00.567,2023-01-19T16:01:29.963,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH
CVE-2018-9363,,18-Jul,,CWE-787,"In the hidp_process_report in bluetooth, there is an integer overflow. This could lead to an out of bounds write with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android Versions: Android kernel Android ID: A-65853588 References: Upstream kernel.",None,2018-11-06T17:29:00.567,2023-01-19T16:01:29.963,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH
CVE-2017-17806,,18-Jul,,CWE-787,"The HMAC implementation (crypto/hmac.c) in the Linux kernel before 4.14.8 does not validate that the underlying cryptographic hash algorithm is unkeyed, allowing a local attacker able to use the AF_ALG-based hash interface (CONFIG_CRYPTO_USER_API_HASH) and the SHA-3 hash algorithm (CONFIG_CRYPTO_SHA3) to cause a kernel stack buffer overflow by executing a crafted sequence of system calls that encounter a missing SHA-3 initialization.",4.14.8,2017-12-20T23:29:00.377,2023-01-19T16:26:25.123,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2017-17807,,18-Jul,,CWE-862,"The KEYS subsystem in the Linux kernel before 4.14.6 omitted an access-control check when adding a key to the current task's ""default request-key keyring"" via the request_key() system call, allowing a local user to use a sequence of crafted system calls to add keys to a keyring with only Search permission (not Write permission) to that keyring, related to construct_get_dest_keyring() in security/keys/request_key.c.",4.14.6,2017-12-20T23:29:00.423,2019-10-03T00:03:26.223,cvssMetricV30,LOCAL,LOW,LOW,NONE,NONE,LOW,NONE,3.3,LOW
CVE-2017-17558,,18-Jul,,CWE-787,"The usb_destroy_configuration function in drivers/usb/core/config.c in the USB core subsystem in the Linux kernel through 4.14.5 does not consider the maximum number of configurations and interfaces before attempting to release resources, which allows local users to cause a denial of service (out-of-bounds write access) or possibly have unspecified other impact via a crafted USB device.",4.14.5,2017-12-12T15:29:00.210,2019-05-14T23:29:04.107,cvssMetricV30,PHYSICAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,6.6,MEDIUM
CVE-2017-13077,,18-Jul,,CWE-330,"Wi-Fi Protected Access (WPA and WPA2) allows reinstallation of the Pairwise Transient Key (PTK) Temporal Key (TK) during the four-way handshake, allowing an attacker within radio range to replay, decrypt, or spoof frames.",None,2017-10-17T02:29:00.207,2019-10-03T00:03:26.223,cvssMetricV30,ADJACENT_NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE,6.8,MEDIUM
CVE-2018-5896,,18-Jul,,CWE-125,"In Android releases from CAF using the linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-06-05, kernel panic may happen due to out-of-bound read, caused by not checking source buffer length against length of packet stream to be copied.",None,2018-07-06T17:29:02.337,2018-08-27T18:14:44.040,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,HIGH,7.1,HIGH
CVE-2018-5829,,18-Jul,,CWE-125,"In wlan_hdd_cfg80211_set_privacy_ibss() in Android releases from CAF using the linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-06-05, a buffer over-read can potentially occur.",None,2018-07-06T17:29:01.163,2019-10-03T00:03:26.223,cvssMetricV30,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH
CVE-2018-5383,,18-Jul,,CWE-347,"Bluetooth firmware or operating system software drivers in macOS versions before 10.13, High Sierra and iOS versions before 11.4, and Android versions before the 2018-06-05 patch may not sufficiently validate elliptic curve parameters used to generate public keys during a Diffie-Hellman key exchange, which may allow a remote attacker to obtain the encryption key used by the device.","10.13, 11.4",2018-08-07T21:29:00.287,2019-10-03T00:03:26.223,cvssMetricV30,ADJACENT_NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE,6.8,MEDIUM
CVE-2018-5383,,18-Jul,,CWE-325,"Bluetooth firmware or operating system software drivers in macOS versions before 10.13, High Sierra and iOS versions before 11.4, and Android versions before the 2018-06-05 patch may not sufficiently validate elliptic curve parameters used to generate public keys during a Diffie-Hellman key exchange, which may allow a remote attacker to obtain the encryption key used by the device.","10.13, 11.4",2018-08-07T21:29:00.287,2019-10-03T00:03:26.223,cvssMetricV30,ADJACENT_NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE,6.8,MEDIUM
CVE-2017-18159,,18-Jul,,CWE-125,"In Android releases from CAF using the linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-06-05, while processing a StrHwPlatform with length smaller than EFICHIPINFO_MAX_ID_LENGTH, an array out of bounds access may occur.",None,2018-07-06T17:29:00.587,2018-08-28T13:49:41.947,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
CVE-2018-5835,,18-Jul,,CWE-119,"If the seq_len is greater then CSR_MAX_RSC_LEN, a buffer overflow in __wlan_hdd_cfg80211_add_key() may occur when copying keyRSC in Android releases from CAF using the linux kernel (Android for MSM, Firefox OS for MSM, QRD Android) before security patch level 2018-06-05.",None,2018-07-06T17:29:01.413,2018-08-28T13:50:11.603,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH
