ID,CVE,descrip,vul_true,SPL,SMR,date,last_mod,severity,confid,integrity,availability,req_privileges,attack_vector,attack_complexity,user_req,cwe,cwe_info
1281,CVE-2017-0394,"A denial of service vulnerability in Telephony could enable a remote attacker to cause a device hang or reboot. This issue is rated as High due to the possibility of remote denial of service. Product: Android. Versions: 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1. Android ID: A-31752213.",,17-Jan,NULL,2017-01-12T20:59:02.407,2019-10-03T00:03:26.223,HIGH,NONE,NONE,HIGH,NONE,NETWORK,LOW,NONE,NVD-CWE-noinfo,NVD-CWE-noinfo
1282,CVE-2014-4014,"The capabilities implementation in the Linux kernel before 3.14.8 does not properly consider that namespaces are inapplicable to inodes, which allows local users to bypass intended chmod restrictions by first creating a user namespace, as demonstrated by setting the setgid bit on a file with group ownership of root.",,17-Jan,NULL,2014-06-23T11:21:17.793,2023-11-07T02:20:21.913,MEDIUM,COMPLETE,COMPLETE,COMPLETE,NONE,LOCAL,HIGH,0,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1283,CVE-2015-8967,"arch/arm64/kernel/sys.c in the Linux kernel before 4.0 allows local users to bypass the ""strict page permissions"" protection mechanism and modify the system-call table, and consequently gain privileges, by leveraging write access.",,17-Jan,NULL,2016-12-08T21:59:01.257,2023-01-19T16:07:48.723,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1284,CVE-2016-6778,An elevation of privilege vulnerability in the HTC sound codec driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31384646.,,17-Jan,NULL,2017-01-12T15:59:00.903,2017-01-19T15:08:20.877,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1285,CVE-2016-6779,An elevation of privilege vulnerability in the HTC sound codec driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31386004.,,17-Jan,NULL,2017-01-12T15:59:00.933,2017-01-19T15:05:39.323,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1286,CVE-2016-6780,An elevation of privilege vulnerability in the HTC sound codec driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31251496.,,17-Jan,NULL,2017-01-12T15:59:00.963,2017-01-19T15:39:45.160,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1287,CVE-2016-6492,The MT6573FDVT_SetRegHW function in camera_fdvt.c in the MediaTek driver for Linux allows local users to gain privileges via a crafted application that makes an MT6573FDVTIOC_T_SET_FDCONF_CMD IOCTL call.,,17-Jan,NULL,2017-01-12T23:59:00.493,2018-10-09T20:00:44.117,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1288,CVE-2016-6781,An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31095175. References: MT-ALPS02943455.,,17-Jan,NULL,2017-01-12T15:59:00.997,2017-01-19T15:40:26.897,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1289,CVE-2016-6782,An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31224389. References: MT-ALPS02943506.,,17-Jan,NULL,2017-01-12T15:59:01.043,2017-01-19T15:45:26.383,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1290,CVE-2016-6783,An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31350044. References: MT-ALPS02943437.,,17-Jan,NULL,2017-01-12T15:59:01.057,2017-01-18T19:27:57.863,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1291,CVE-2016-6784,An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31350755. References: MT-ALPS02961424.,,17-Jan,NULL,2017-01-12T15:59:01.090,2017-01-18T02:59:10.093,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1292,CVE-2016-6785,An elevation of privilege vulnerability in the MediaTek driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10. Android ID: A-31748056. References: MT-ALPS02961400.,,17-Jan,NULL,2017-01-12T15:59:01.137,2017-01-18T19:28:21.003,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1293,CVE-2016-6758,"An elevation of privilege vulnerability in Qualcomm media codecs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-30148882. References: QC-CR#1071731.",,17-Jan,NULL,2017-01-12T15:59:00.247,2017-01-19T16:18:23.857,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1294,CVE-2016-6759,"An elevation of privilege vulnerability in Qualcomm media codecs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-29982686. References: QC-CR#1055766.",,17-Jan,NULL,2017-01-12T15:59:00.277,2017-01-19T16:18:16.967,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1295,CVE-2016-6760,"An elevation of privilege vulnerability in Qualcomm media codecs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-29617572. References: QC-CR#1055783.",,17-Jan,NULL,2017-01-12T15:59:00.307,2017-01-19T16:18:10.497,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1296,CVE-2016-6761,"An elevation of privilege vulnerability in Qualcomm media codecs could enable a local malicious application to execute arbitrary code within the context of a privileged process. This issue is rated as High because it could be used to gain local access to elevated capabilities, which are not normally accessible to a third-party application. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-29421682. References: QC-CR#1055792.",,17-Jan,NULL,2017-01-12T15:59:00.357,2017-01-19T16:17:45.403,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,LOW,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1297,CVE-2016-6755,"An elevation of privilege vulnerability in the Qualcomm camera driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-30740545. References: QC-CR#1065916.",,17-Jan,NULL,2017-01-12T15:59:00.137,2017-01-18T02:59:08.673,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1298,CVE-2016-6786,"kernel/events/core.c in the performance subsystem in the Linux kernel before 4.0 mismanages locks during certain migrations, which allows local users to gain privileges via a crafted application, aka Android internal bug 30955111.",,17-Jan,NULL,2016-12-28T07:59:00.213,2023-06-07T12:46:00.657,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1299,CVE-2016-6787,"kernel/events/core.c in the performance subsystem in the Linux kernel before 4.0 mismanages locks during certain migrations, which allows local users to gain privileges via a crafted application, aka Android internal bug 31095224.",,17-Jan,NULL,2016-12-28T07:59:00.260,2023-06-07T12:46:14.750,HIGH,HIGH,HIGH,HIGH,LOW,LOCAL,HIGH,NONE,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1300,CVE-2016-6788,An elevation of privilege vulnerability in the MediaTek I2C driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: N/A. Android ID: A-31224428. References: MT-ALPS02943467.,,17-Jan,NULL,2017-01-12T15:59:01.183,2017-01-18T19:33:45.537,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-264,"Weaknesses in this category are related to the management of permissions, privileges, and other security features that are used to perform access control."
1301,CVE-2016-6791,"An elevation of privilege vulnerability in the Qualcomm sound driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31252384. References: QC-CR#1071809.",,17-Jan,NULL,2017-01-12T15:59:01.277,2017-01-18T02:59:10.343,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
1302,CVE-2016-8391,"An elevation of privilege vulnerability in the Qualcomm sound driver could enable a local malicious application to execute arbitrary code within the context of the kernel. This issue is rated as High because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.10, Kernel-3.18. Android ID: A-31253255. References: QC-CR#1072166.",,17-Jan,NULL,2017-01-12T15:59:01.307,2017-01-18T02:59:12.783,HIGH,HIGH,HIGH,HIGH,NONE,LOCAL,HIGH,REQUIRED,CWE-284,The product does not restrict or incorrectly restricts access to a resource from an unauthorized actor. 
