CVE,SPL,SMR,Year,Month,Date_lg,ID_asb,year_asb,month_asb,spl_type_asb,date_asb,bug_asb,link_asb,Type_asb,Severity_asb,vul_true,component_asb,devices_asb,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date_asb
CVE-2017-18315,18-Dec,,2018,12,2018-12-01,882,2018,11,11/5/18,,A-78241957,,,High,,Closed-source component,,Buffer over-read vulnerabilities in an older version of ASN.1 parser in Snapdragon Mobile in versions SD 600.,,2018-11-28T15:29:00.237,2018-12-07T14:47:53.040,CWE-125,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2018-11-01
CVE-2018-11994,18-Dec,,2018,12,2018-12-01,883,2018,11,11/5/18,,A-72950294,,,High,,Closed-source component,,"SMMU secure camera logic allows secure camera controllers to access HLOS memory during session in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear in versions MDM9206, MDM9607, MDM9650, MSM8996AU, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 820, SD 820A, SD 835, SD 845, SD 850, SDA660, SDA845, SDX24, SXR1130.",,2018-11-28T15:29:00.487,2019-10-03T00:03:26.223,NVD-CWE-noinfo,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2018-11-01
CVE-2018-11996,18-Dec,,2018,12,2018-12-01,884,2018,11,11/5/18,,A-74235967,,,High,,Closed-source component,,"When a malformed command is sent to the device programmer, an out-of-bounds access can occur in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear in versions MDM9206, MDM9607, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 600, SD 820, SD 820A, SD 835, SDA660, SDX20, SDX24.",,2018-11-28T15:29:00.533,2018-12-26T14:42:56.953,CWE-129,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Validation of Array Index,2018-11-01
CVE-2018-5870,18-Dec,,2018,12,2018-12-01,885,2018,11,11/5/18,,A-77484722,,,High,,Closed-source component,,"While loading a service image, an untrusted pointer dereference can occur in Snapdragon Mobile in versions SD 835, SDA660, SDX24.",,2018-11-28T15:29:00.580,2018-12-26T14:45:19.347,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-11-01
CVE-2018-5877,18-Dec,,2018,12,2018-12-01,886,2018,11,11/5/18,,A-77484786,,,High,,Closed-source component,,"In the device programmer target-side code for firehose, a string may not be properly NULL terminated can lead to a incorrect buffer size in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear in versions MDM9206, MDM9607, MDM9640, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 600, SD 820, SD 820A, SD 835, SDA660, SDX20.",,2018-11-28T15:29:00.610,2018-12-26T14:38:54.993,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-11-01
CVE-2018-5916,18-Dec,,2018,12,2018-12-01,887,2018,11,11/5/18,,A-79420492,,,High,,Closed-source component,,"Buffer overread while decoding PDP modify request or network initiated secondary PDP activation in Snapdragon Automobile, Snapdragon Mobile and Snapdragon Wear in versions MDM9206, MDM9607, MDM9615, MDM9625, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 625, SD 650/52, SD 810, SD 820, SD 820A, SD 835, SD 845, SD 850, SDA660, SDA845, SDX20, SXR1130.",,2018-11-28T15:29:00.703,2018-12-26T14:29:16.223,CWE-125,cvssMetricV30,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,6.5,MEDIUM,Out-of-bounds Read,2018-11-01
CVE-2018-5917,18-Dec,,2018,12,2018-12-01,888,2018,11,11/5/18,,A-79420096,,,High,,Closed-source component,,"Possible buffer overflow in OEM crypto function due to improper input validation in Snapdragon Automobile, Snapdragon Mobile in versions MSM8996AU, SD 425, SD 430, SD 450, SD 625, SD 820, SD 820A, SD 835, SD 845, SD 850, SDA660, SDA845, SDX24, SXR1130.",,2018-11-28T15:29:00.737,2018-12-26T14:21:17.273,CWE-119,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-11-01
CVE-2018-11269,18-Dec,,2018,12,2018-12-01,889,2018,11,11/5/18,,A-109678529,,,High,,Closed-source component,,"In Snapdragon (Automobile, Mobile, Wear) in version MDM9206, MDM9607, MDM9635M, MDM9640, MDM9645, MDM9650, MDM9655, MSM8909W, MSM8996AU, SD 210/SD 212/SD 205, SD 425, SD 427, SD 430, SD 435, SD 450, SD 625, SD 650/52, SD 810, SD 820, SD 820A, SD 835, SD 845, SD 850, SDA660, SDM429, SDM439, SDM630, SDM632, SDM636, SDM660, SDM710, SDX20, Snapdragon_High_Med_2016, a potential buffer overflow exists when parsing TFTP options.",,2018-09-20T13:29:01.043,2018-11-23T16:12:49.200,CWE-129,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Validation of Array Index,2018-11-01
CVE-2018-9547,18-Dec,,2018,12,2018-12-01,634,2018,12,12/1/18,,A-114223584,https://android.googlesource.com/platform/frameworks/native/+/e6eb42cb2e57747e52e488d54da314bc6eabb546,EoP,High,"8.1, 9",,,"In unflatten of GraphicBuffer.cpp, there is a possible bad fd close due to improper input validation. This could lead to local escalation of privilege in the system server with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.1 Android-9. Android ID: A-114223584.","Android-8, Android-9",2018-12-06T14:29:01.140,2019-11-13T16:32:09.140,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2018-12-01
CVE-2018-9548,18-Dec,,2018,12,2018-12-01,635,2018,12,12/1/18,,A-112555574,https://android.googlesource.com/platform/frameworks/base/+/c97efaa05124e020d7cc8c6e08be9c3b55ac4ea7,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In multiple functions of ContentProvider.java, there is a possible permission bypass due to a missing URI validation. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-112555574.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-12-06T14:29:01.173,2020-08-24T17:37:01.140,CWE-862,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Missing Authorization,2018-12-01
CVE-2018-9553,18-Dec,,2018,12,2018-12-01,640,2018,12,12/1/18,,A-116615297,https://android.googlesource.com/platform/external/libvpx/+/c4c92b2c6ed72a78ea430c3cdce564ec11866a24,RCE,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,In MasteringMetadata::Parse of mkvparser.cc there is a possible double free due to an insecure default value. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-116615297.,"Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-12-06T14:29:01.377,2019-11-13T16:29:54.277,CWE-415,cvssMetricV31,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Double Free,2018-12-01
CVE-2018-9538,18-Dec,,2018,12,2018-12-01,641,2018,12,12/1/18,,A-112181526,https://android.googlesource.com/platform/external/v4l2_codec2/+/0a7d252adb774338c2c69a17651aceca3aec1b23,EoP,High,"8.1, 9",,,"In V4L2SliceVideoDecodeAccelerator::Dequeue of v4l2_slice_video_decode_accelerator.cc, there is a possible out of bounds read of a function pointer due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-8.1 Android-9. Android ID: A-112181526.","Android-8, Android-9",2018-12-06T14:29:00.797,2019-11-13T16:32:31.470,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2018-12-01
CVE-2018-9554,18-Dec,,2018,12,2018-12-01,642,2018,12,12/1/18,,A-114770654,https://android.googlesource.com/platform/frameworks/av/+/16f9b39c69626093ae9225b458739707c9a3b4e7,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1",,,"In dumpExtractors of IMediaExtractor.cp, there is a possible disclosure of recently accessed media files due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1. Android ID: A-114770654.","Android-7, Android-7, Android-7, Android-8, Android-8",2018-12-06T14:29:01.423,2019-01-02T19:56:29.247,CWE-200,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-12-01
CVE-2018-9557,18-Dec,,2018,12,2018-12-01,645,2018,12,12/1/18,,A-35385357,,EoP,High,"7.0, 7.1.1, 7.1.2",,,"In really_install_package of install.cpp, there is a possible free of arbitrary memory due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2. Android ID: A-35385357.","Android-7, Android-7, Android-7",2018-12-06T14:29:01.533,2020-08-24T17:37:01.140,CWE-763,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Release of Invalid Pointer or Reference,2018-12-01
CVE-2018-9557,18-Dec,,2018,12,2018-12-01,645,2018,12,12/1/18,,A-35385357,,EoP,High,"7.0, 7.1.1, 7.1.2",,,"In really_install_package of install.cpp, there is a possible free of arbitrary memory due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2. Android ID: A-35385357.","Android-7, Android-7, Android-7",2018-12-06T14:29:01.533,2020-08-24T17:37:01.140,CWE-908,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use of Uninitialized Resource,2018-12-01
CVE-2018-9557,18-Dec,,2018,12,2018-12-01,645,2018,12,12/1/18,,A-35385357,,EoP,High,"7.0, 7.1.1, 7.1.2",,,"In really_install_package of install.cpp, there is a possible free of arbitrary memory due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2. Android ID: A-35385357.","Android-7, Android-7, Android-7",2018-12-06T14:29:01.533,2020-08-24T17:37:01.140,CWE-763,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Release of Invalid Pointer or Reference,2018-12-01
CVE-2018-9557,18-Dec,,2018,12,2018-12-01,645,2018,12,12/1/18,,A-35385357,,EoP,High,"7.0, 7.1.1, 7.1.2",,,"In really_install_package of install.cpp, there is a possible free of arbitrary memory due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2. Android ID: A-35385357.","Android-7, Android-7, Android-7",2018-12-06T14:29:01.533,2020-08-24T17:37:01.140,CWE-908,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use of Uninitialized Resource,2018-12-01
CVE-2018-9558,18-Dec,,2018,12,2018-12-01,646,2018,12,12/1/18,,A-112161557,https://android.googlesource.com/platform/system/nfc/+/ce7fcb95d5111ad8c554e7ec8ff02f9b40196cdc,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In rw_t2t_handle_tlv_detect of rw_t2t_ndef.cc, there is a possible out-of-bounds write due to a missing bounds check. This could lead to local escalation of privilege in the NFC kernel with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-112161557.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-12-06T14:29:01.563,2019-11-13T16:29:15.057,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-12-01
CVE-2018-9559,18-Dec,,2018,12,2018-12-01,647,2018,12,12/1/18,,A-112731440,https://android.googlesource.com/platform/system/vold/+/c2e37da22aadcdb4a5b7f61a61f824ab8e9b8af9,EoP,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In persist_set_key and other functions of cryptfs.cpp, there is a possible out-of-bounds write due to an uncaught error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-112731440.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-12-06T14:29:01.627,2019-01-02T13:36:19.387,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-12-01
CVE-2018-9560,18-Dec,,2018,12,2018-12-01,648,2018,12,12/1/18,,A-79946737,https://android.googlesource.com/platform/system/bt/+/9009da96e00434501d9398bbfbc636902c757632,EoP,High,9,,,"In HID_DevAddRecord of hidd_api.cc, there is a possible out-of-bounds write due to a missing bounds check. This could lead to local escalation of privilege in the Bluetooth service with User execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-79946737.",Android-9,2018-12-06T14:29:01.657,2019-11-13T16:29:00.837,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-12-01
CVE-2018-9562,18-Dec,,2018,12,2018-12-01,649,2018,12,12/1/18,,A-113164621,https://android.googlesource.com/platform/system/bt/+/1bb14c41a72978c6075c5753a8301ddcbb10d409,ID,High,9,,,"In bta_ag_do_disc of bta_ag_sdp.cc, there is a possible out-of-bound read due to an incorrect parameter size. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-113164621.",Android-9,2018-12-06T14:29:01.687,2019-11-13T16:28:53.447,CWE-125,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,Out-of-bounds Read,2018-12-01
CVE-2018-9566,18-Dec,,2018,12,2018-12-01,650,2018,12,12/1/18,,A-74249842,https://android.googlesource.com/platform/system/bt/+/314336a22d781f54ed7394645a50f74d6743267d,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,"In process_service_search_rsp of sdp_discovery.c, there is a possible out of bounds read due to a missing bounds check. This could lead to remote information disclosure when connecting to a malicious Bluetooth device with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-74249842.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-12-06T14:29:01.783,2019-11-13T16:28:43.867,CWE-125,cvssMetricV31,ADJACENT_NETWORK,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.7,MEDIUM,Out-of-bounds Read,2018-12-01
CVE-2018-9543,18-Dec,,2018,12,2018-12-01,868,2018,11,11/1/18,,A-112868088,https://android.googlesource.com/platform/external/f2fs-tools/+/71313114a147ee3fc4a411904de02ea8b6bf7f91,ID,High,9,,,"In trim_device of f2fs_format_utils.c, it is possible that the data partition is not wiped during a factory reset. This could lead to local information disclosure after factory reset with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-112868088.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-11-14T18:29:01.227,2019-10-03T00:03:26.223,CWE-200,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-11-01
CVE-2018-9543,18-Nov,,2018,11,2018-11-01,868,2018,11,11/1/18,,A-112868088,https://android.googlesource.com/platform/external/f2fs-tools/+/71313114a147ee3fc4a411904de02ea8b6bf7f91,ID,High,9,,,"In trim_device of f2fs_format_utils.c, it is possible that the data partition is not wiped during a factory reset. This could lead to local information disclosure after factory reset with no additional execution privileges needed. User interaction is not needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-112868088.","Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-11-14T18:29:01.227,2019-10-03T00:03:26.223,CWE-200,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2018-11-01
CVE-2018-9527,18-Nov,,2018,11,2018-11-01,860,2018,11,11/1/18,,A-112159345,https://android.googlesource.com/platform/external/tremolo/+/cafff8f4535c8bf933c5a2fcb1a0dd66fb75a1c2,RCE,Critical,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,In vorbis_book_decodev_set of codebook.c there is a possible out of bounds write due to missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-7.0 Android-7.1.1 Android-7.1.2 Android-8.0 Android-8.1 Android-9. Android ID: A-112159345,"Android-7, Android-7, Android-7, Android-8, Android-8, Android-9",2018-11-14T18:29:00.667,2018-12-14T15:51:56.393,CWE-787,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-11-01
CVE-2018-9531,18-Nov,,2018,11,2018-11-01,861,2018,11,11/1/18,,A-112661641,https://android.googlesource.com/platform/external/aac/+/c2208f2a3098410c5a4c79ad6bd4b6d7e1c0b03f,RCE,Critical,9,,,"In AudioSpecificConfig_Parse of tpdec_asc.cpp, there is a possible out-of-bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-112661641",Android-9,2018-11-14T18:29:00.760,2018-12-14T15:51:31.453,CWE-787,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-11-01
CVE-2018-9536,18-Nov,,2018,11,2018-11-01,862,2018,11,11/1/18,,A-112662184,https://android.googlesource.com/platform/external/aac/+/9744e41c40598c6a0b74440f3b5be63f9f3708a5,EoP,Critical,9,,,"In numerous functions of libFDK, there are possible out of bounds writes due to incorrect bounds checks. This could lead to remote code execution with no additional execution privileges needed. User interaction is needed for exploitation. Product: Android. Versions: Android-9. Android ID: A-112662184",Android-9,2018-11-14T18:29:00.887,2018-12-14T14:14:12.707,CWE-787,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2018-11-01
